,노출상태,노출상품명,광고그룹 이름,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,광고그룹 ID,상품 ID
2078,빈 그룹,노출상품명,f,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807497,상품 ID
2079,빈 그룹,노출상품명,g,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807496,상품 ID
2080,빈 그룹,노출상품명,h,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807523,상품 ID
2081,빈 그룹,노출상품명,i,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807511,상품 ID
2082,빈 그룹,노출상품명,j,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807484,상품 ID
2083,빈 그룹,노출상품명,k,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807485,상품 ID
2084,빈 그룹,노출상품명,l,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807486,상품 ID
2085,빈 그룹,노출상품명,m,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807481,상품 ID
2086,빈 그룹,노출상품명,n,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807552,상품 ID
2087,빈 그룹,노출상품명,o,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807546,상품 ID
2088,빈 그룹,노출상품명,p,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807554,상품 ID
2089,빈 그룹,노출상품명,q,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807550,상품 ID
2090,빈 그룹,노출상품명,r,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807549,상품 ID
2091,빈 그룹,노출상품명,s,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807551,상품 ID
2092,빈 그룹,노출상품명,t,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807555,상품 ID
2093,빈 그룹,노출상품명,u,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036013,상품 ID
2094,빈 그룹,노출상품명,v,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785283,상품 ID
2095,빈 그룹,노출상품명,w,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785266,상품 ID
2096,빈 그룹,노출상품명,x,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036032,상품 ID
2097,빈 그룹,노출상품명,y,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785285,상품 ID
2098,빈 그룹,노출상품명,z,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021736136,상품 ID
2099,빈 그룹,노출상품명,za,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036028,상품 ID
2100,소재 점검 필요,시트제거칼 스크래퍼 찐드기제거 시공용 유리전용 바닥껌제거,원본,,,,,,,on,50.0,nad-a001-02-000000146352972,grp-a001-02-000000021786478,451552487.0
2101,빈 그룹,노출상품명,a,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000009335164,상품 ID
2102,빈 그룹,노출상품명,b,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021854519,상품 ID
2103,빈 그룹,노출상품명,c,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807519,상품 ID
2104,빈 그룹,노출상품명,d,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807501,상품 ID
2105,빈 그룹,노출상품명,e,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807488,상품 ID
2106,빈 그룹,노출상품명,f,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807497,상품 ID
2107,빈 그룹,노출상품명,g,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807496,상품 ID
2108,빈 그룹,노출상품명,h,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807523,상품 ID
2109,빈 그룹,노출상품명,i,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807511,상품 ID
2110,빈 그룹,노출상품명,j,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807484,상품 ID
2111,빈 그룹,노출상품명,k,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807485,상품 ID
2112,빈 그룹,노출상품명,l,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807486,상품 ID
2113,빈 그룹,노출상품명,m,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807481,상품 ID
2114,빈 그룹,노출상품명,n,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807552,상품 ID
2115,빈 그룹,노출상품명,o,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807546,상품 ID
2116,빈 그룹,노출상품명,p,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807554,상품 ID
2117,빈 그룹,노출상품명,q,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807550,상품 ID
2118,빈 그룹,노출상품명,r,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807549,상품 ID
2119,빈 그룹,노출상품명,s,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807551,상품 ID
2120,빈 그룹,노출상품명,t,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807555,상품 ID
2121,빈 그룹,노출상품명,u,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036013,상품 ID
2122,빈 그룹,노출상품명,v,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785283,상품 ID
2123,빈 그룹,노출상품명,w,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785266,상품 ID
2124,빈 그룹,노출상품명,x,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036032,상품 ID
2125,빈 그룹,노출상품명,y,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785285,상품 ID
2126,빈 그룹,노출상품명,z,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021736136,상품 ID
2127,빈 그룹,노출상품명,za,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036028,상품 ID
2128,소재 점검 필요,아크릴 재단칼 절단용 캇타 다용도 커터,원본,,,,,,,on,50.0,nad-a001-02-000000142168266,grp-a001-02-000000021786478,606793583.0
2129,빈 그룹,노출상품명,a,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000009335164,상품 ID
2130,빈 그룹,노출상품명,b,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021854519,상품 ID
2131,빈 그룹,노출상품명,c,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807519,상품 ID
2132,빈 그룹,노출상품명,d,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807501,상품 ID
2133,빈 그룹,노출상품명,e,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807488,상품 ID
2134,빈 그룹,노출상품명,f,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807497,상품 ID
2135,빈 그룹,노출상품명,g,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807496,상품 ID
2136,빈 그룹,노출상품명,h,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807523,상품 ID
2137,빈 그룹,노출상품명,i,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807511,상품 ID
2138,빈 그룹,노출상품명,j,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807484,상품 ID
2139,빈 그룹,노출상품명,k,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807485,상품 ID
2140,빈 그룹,노출상품명,l,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807486,상품 ID
2141,빈 그룹,노출상품명,m,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807481,상품 ID
2142,빈 그룹,노출상품명,n,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807552,상품 ID
2143,빈 그룹,노출상품명,o,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807546,상품 ID
2144,빈 그룹,노출상품명,p,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807554,상품 ID
2145,빈 그룹,노출상품명,q,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807550,상품 ID
2146,빈 그룹,노출상품명,r,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807549,상품 ID
2147,빈 그룹,노출상품명,s,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807551,상품 ID
2148,빈 그룹,노출상품명,t,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807555,상품 ID
2149,빈 그룹,노출상품명,u,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036013,상품 ID
2150,빈 그룹,노출상품명,v,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785283,상품 ID
2151,빈 그룹,노출상품명,w,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785266,상품 ID
2152,빈 그룹,노출상품명,x,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036032,상품 ID
2153,빈 그룹,노출상품명,y,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785285,상품 ID
2154,빈 그룹,노출상품명,z,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021736136,상품 ID
2155,빈 그룹,노출상품명,za,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036028,상품 ID
2156,소재 점검 필요,양면폼테이프 다용도 건축용 가정용 시공부착용 간판자재,원본,,,,,,,on,50.0,nad-a001-02-000000142168264,grp-a001-02-000000021786478,606800853.0
2157,빈 그룹,노출상품명,a,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000009335164,상품 ID
2158,빈 그룹,노출상품명,b,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021854519,상품 ID
2159,빈 그룹,노출상품명,c,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807519,상품 ID
2160,빈 그룹,노출상품명,d,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807501,상품 ID
2161,빈 그룹,노출상품명,e,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807488,상품 ID
2162,빈 그룹,노출상품명,f,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807497,상품 ID
2163,빈 그룹,노출상품명,g,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807496,상품 ID
2164,빈 그룹,노출상품명,h,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807523,상품 ID
2165,빈 그룹,노출상품명,i,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807511,상품 ID
2166,빈 그룹,노출상품명,j,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807484,상품 ID
2167,빈 그룹,노출상품명,k,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807485,상품 ID
2168,빈 그룹,노출상품명,l,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807486,상품 ID
2169,빈 그룹,노출상품명,m,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807481,상품 ID
2170,빈 그룹,노출상품명,n,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807552,상품 ID
2171,빈 그룹,노출상품명,o,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807546,상품 ID
2172,빈 그룹,노출상품명,p,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807554,상품 ID
2173,빈 그룹,노출상품명,q,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807550,상품 ID
2174,빈 그룹,노출상품명,r,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807549,상품 ID
2175,빈 그룹,노출상품명,s,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807551,상품 ID
2176,빈 그룹,노출상품명,t,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807555,상품 ID
2177,빈 그룹,노출상품명,u,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036013,상품 ID
2178,빈 그룹,노출상품명,v,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785283,상품 ID
2179,빈 그룹,노출상품명,w,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785266,상품 ID
2180,빈 그룹,노출상품명,x,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036032,상품 ID
2181,빈 그룹,노출상품명,y,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785285,상품 ID
2182,빈 그룹,노출상품명,z,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021736136,상품 ID
2183,빈 그룹,노출상품명,za,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036028,상품 ID
2184,소재 점검 필요,알루미늄자 안전스틸 공업용 컷팅 손가락보호 미끄럼방지 커팅용 스틸엣지,원본,,,,,,,on,50.0,nad-a001-02-000000145968686,grp-a001-02-000000021786478,606844220.0
2185,빈 그룹,노출상품명,a,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000009335164,상품 ID
2186,빈 그룹,노출상품명,b,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021854519,상품 ID
2187,빈 그룹,노출상품명,c,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807519,상품 ID
2188,빈 그룹,노출상품명,d,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807501,상품 ID
2189,빈 그룹,노출상품명,e,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807488,상품 ID
2190,빈 그룹,노출상품명,f,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807497,상품 ID
2191,빈 그룹,노출상품명,g,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807496,상품 ID
2192,빈 그룹,노출상품명,h,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807523,상품 ID
2193,빈 그룹,노출상품명,i,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807511,상품 ID
2194,빈 그룹,노출상품명,j,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807484,상품 ID
2195,빈 그룹,노출상품명,k,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807485,상품 ID
2196,빈 그룹,노출상품명,l,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807486,상품 ID
2197,빈 그룹,노출상품명,m,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807481,상품 ID
2198,빈 그룹,노출상품명,n,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807552,상품 ID
2199,빈 그룹,노출상품명,o,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807546,상품 ID
2200,빈 그룹,노출상품명,p,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807554,상품 ID
2201,빈 그룹,노출상품명,q,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807550,상품 ID
2202,빈 그룹,노출상품명,r,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807549,상품 ID
2203,빈 그룹,노출상품명,s,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807551,상품 ID
2204,빈 그룹,노출상품명,t,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807555,상품 ID
2205,빈 그룹,노출상품명,u,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036013,상품 ID
2206,빈 그룹,노출상품명,v,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785283,상품 ID
2207,빈 그룹,노출상품명,w,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785266,상품 ID
2208,빈 그룹,노출상품명,x,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036032,상품 ID
2209,빈 그룹,노출상품명,y,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785285,상품 ID
2210,빈 그룹,노출상품명,z,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021736136,상품 ID
2211,빈 그룹,노출상품명,za,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036028,상품 ID
2212,소재 점검 필요,칼라피스(백색/적색/청색/흑색),원본,,,,,,,on,50.0,nad-a001-02-000000145968684,grp-a001-02-000000021786478,5731013015.0
2213,빈 그룹,노출상품명,a,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000009335164,상품 ID
2214,빈 그룹,노출상품명,b,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021854519,상품 ID
2215,빈 그룹,노출상품명,c,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807519,상품 ID
2216,빈 그룹,노출상품명,d,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807501,상품 ID
2217,빈 그룹,노출상품명,e,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807488,상품 ID
2218,빈 그룹,노출상품명,f,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807497,상품 ID
2219,빈 그룹,노출상품명,g,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807496,상품 ID
2220,빈 그룹,노출상품명,h,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807523,상품 ID
2221,빈 그룹,노출상품명,i,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807511,상품 ID
2222,빈 그룹,노출상품명,j,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807484,상품 ID
2223,빈 그룹,노출상품명,k,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807485,상품 ID
2224,빈 그룹,노출상품명,l,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807486,상품 ID
2225,빈 그룹,노출상품명,m,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807481,상품 ID
2226,빈 그룹,노출상품명,n,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807552,상품 ID
2227,빈 그룹,노출상품명,o,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807546,상품 ID
2228,빈 그룹,노출상품명,p,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807554,상품 ID
2229,빈 그룹,노출상품명,q,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807550,상품 ID
2230,빈 그룹,노출상품명,r,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807549,상품 ID
2231,빈 그룹,노출상품명,s,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807551,상품 ID
2232,빈 그룹,노출상품명,t,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807555,상품 ID
2233,빈 그룹,노출상품명,u,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036013,상품 ID
2234,빈 그룹,노출상품명,v,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785283,상품 ID
2235,빈 그룹,노출상품명,w,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785266,상품 ID
2236,빈 그룹,노출상품명,x,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036032,상품 ID
